year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
1932,1933,6,WRITING (Adaptation),WRITING (Adapted Screenplay),Victor Heerman/Sarah Y. Mason,Little Women,True
1932,1933,6,WRITING (Adaptation),WRITING (Adapted Screenplay),Paul Green/Sonya Levien,State Fair,False
1932,1933,6,WRITING (Original Story),WRITING (Original Story),Robert Lord,One Way Passage,True
1932,1933,6,WRITING (Original Story),WRITING (Original Story),Frances Marion,The Prizefighter and the Lady,False
1932,1933,6,WRITING (Original Story),WRITING (Original Story),Charles MacArthur,Rasputin and the Empress,False
1934,1935,7,ACTOR,ACTOR IN A LEADING ROLE,Clark Gable,It Happened One Night,True
1934,1935,7,ACTOR,ACTOR IN A LEADING ROLE,Frank Morgan,The Affairs of Cellini,False
1934,1935,7,ACTOR,ACTOR IN A LEADING ROLE,William Powell,The Thin Man,False
1934,1935,7,ACTRESS,ACTRESS IN A LEADING ROLE,Claudette Colbert,It Happened One Night,True
1934,1935,7,ACTRESS,ACTRESS IN A LEADING ROLE,Bette Davis,Of Human Bondage,False
1934,1935,7,ACTRESS,ACTRESS IN A LEADING ROLE,Grace Moore,One Night of Love,False
1934,1935,7,ACTRESS,ACTRESS IN A LEADING ROLE,Norma Shearer,The Barretts of Wimpole Street,False
1934,1935,7,ART DIRECTION,ART DIRECTION,Richard Day,The Affairs of Cellini,False
1934,1935,7,ART DIRECTION,ART DIRECTION,Van Nest Polglase/Carroll Clark,The Gay Divorcee,False
1934,1935,7,ART DIRECTION,ART DIRECTION,Cedric Gibbons/Fredric Hope,The Merry Widow,True
1934,1935,7,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Cullen Tate,Cleopatra,False
1934,1935,7,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Scott Beal,Imitation of Life,False
1934,1935,7,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,John Waters,Viva Villa!,True
1934,1935,7,CINEMATOGRAPHY,CINEMATOGRAPHY,Charles Rosher,The Affairs of Cellini,False
1934,1935,7,CINEMATOGRAPHY,CINEMATOGRAPHY,Victor Milner,Cleopatra,True
1934,1935,7,CINEMATOGRAPHY,CINEMATOGRAPHY,George Folsey,Operator 13,False
1934,1935,7,DIRECTING,DIRECTING,Frank Capra,It Happened One Night,True
1934,1935,7,DIRECTING,DIRECTING,Victor Schertzinger,One Night of Love,False
1934,1935,7,DIRECTING,DIRECTING,W. S. Van Dyke,The Thin Man,False
1934,1935,7,FILM EDITING,FILM EDITING,Anne Bauchens,Cleopatra,False
1934,1935,7,FILM EDITING,FILM EDITING,Conrad Nervig,Eskimo,True
1934,1935,7,FILM EDITING,FILM EDITING,Gene Milford,One Night of Love,False
1934,1935,7,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),RKO Radio/Max Steiner/Kenneth Webb/Samuel Hoffenstein,The Gay Divorcee,False
1934,1935,7,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),RKO Radio/Max Steiner,The Lost Patrol,False
1934,1935,7,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Columbia/Louis Silvers/Victor Schertzinger/Gus Kahn,One Night of Love,True
1934,1935,7,MUSIC (Song),MUSIC (Original Song),Vincent Youmans/Edward Eliscu/Gus Kahn,Flying Down to Rio,False
1934,1935,7,MUSIC (Song),MUSIC (Original Song),Con Conrad/Herb Magidson,The Gay Divorcee,True
1934,1935,7,MUSIC (Song),MUSIC (Original Song),Ralph Rainger/Leo Robin,She Loves Me Not,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,The Barretts of Wimpole Street,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Paramount,Cleopatra,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,First National,Flirtation Walk,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,RKO Radio,The Gay Divorcee,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Warner Bros.,Here Comes the Navy,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,20th Century,The House of Rothschild,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Universal,Imitation of Life,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Columbia,It Happened One Night,True
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Columbia,One Night of Love,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,The Thin Man,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Viva Villa!,False
1934,1935,7,OUTSTANDING PRODUCTION,BEST PICTURE,Jesse L. Lasky (production company),The White Parade,False
1934,1935,7,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Charles Mintz,Holiday Land,False
1934,1935,7,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walter Lantz,Jolly Little Elves,False
1934,1935,7,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,The Tortoise and the Hare,True
1934,1935,7,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Kenneth Macgowan,La Cucaracha,True
1934,1935,7,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Jules White,Men in Black,False
1934,1935,7,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Warner Bros.,"What, No Men!",False
1934,1935,7,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Skibo Productions,Bosom Friends,False
1934,1935,7,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Stacy Woodard/Horace Woodard,City of Wax,True
1934,1935,7,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Pete Smith,Strikes and Spares,False
1934,1935,7,SOUND RECORDING,SOUND RECORDING,United Artists/Thomas T. Moulton,The Affairs of Cellini,False
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Paramount/Franklin B. Hansen,Cleopatra,False
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Warner Bros./First National/Nathan Levinson,Flirtation Walk,False
1934,1935,7,SOUND RECORDING,SOUND RECORDING,RKO Radio/Carl Dreher,The Gay Divorcee,False
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Universal/Theodore Soderberg,Imitation of Life,False
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Columbia/John Livadary,One Night of Love,True
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/Douglas Shearer,Viva Villa!,False
1934,1935,7,SOUND RECORDING,SOUND RECORDING,Fox/E. H. Hansen,The White Parade,False
1934,1935,7,WRITING (Adaptation),WRITING (Adapted Screenplay),Robert Riskin,It Happened One Night,True
1934,1935,7,WRITING (Adaptation),WRITING (Adapted Screenplay),Frances Goodrich/Albert Hackett,The Thin Man,False
1934,1935,7,WRITING (Adaptation),WRITING (Adapted Screenplay),Ben Hecht,Viva Villa!,False
1934,1935,7,WRITING (Original Story),WRITING (Original Story),Mauri Grashin,Hide-Out,False
1934,1935,7,WRITING (Original Story),WRITING (Original Story),Arthur Caesar,Manhattan Melodrama,True
1934,1935,7,WRITING (Original Story),WRITING (Original Story),Norman Krasna,The Richest Girl in the World,False
1934,1935,7,SPECIAL AWARD,SPECIAL AWARD,Shirley Temple,,True
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Clark Gable,Mutiny on the Bounty,False
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Charles Laughton,Mutiny on the Bounty,False
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Victor McLaglen,The Informer,True
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Paul Muni,Black Fury,False
1935,1936,8,ACTOR,ACTOR IN A LEADING ROLE,Franchot Tone,Mutiny on the Bounty,False
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Elisabeth Bergner,Escape Me Never,False
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Claudette Colbert,Private Worlds,False
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Bette Davis,Dangerous,True
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Katharine Hepburn,Alice Adams,False
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Miriam Hopkins,Becky Sharp,False
1935,1936,8,ACTRESS,ACTRESS IN A LEADING ROLE,Merle Oberon,The Dark Angel,False
1935,1936,8,ART DIRECTION,ART DIRECTION,Richard Day,The Dark Angel,True
1935,1936,8,ART DIRECTION,ART DIRECTION,Hans Dreier/Roland Anderson,The Lives of a Bengal Lancer,False
1935,1936,8,ART DIRECTION,ART DIRECTION,Van Nest Polglase/Carroll Clark,Top Hat,False
1935,1936,8,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Joseph Newman,David Copperfield,False
1935,1936,8,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Eric Stacey,Les Miserables,False
1935,1936,8,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Clem Beauchamp/Paul Wing,The Lives of a Bengal Lancer,True
1935,1936,8,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Sherry Shourds,A Midsummer Night's Dream,False
1935,1936,8,CINEMATOGRAPHY,CINEMATOGRAPHY,Ray June,Barbary Coast,False
1935,1936,8,CINEMATOGRAPHY,CINEMATOGRAPHY,Victor Milner,The Crusades,False
1935,1936,8,CINEMATOGRAPHY,CINEMATOGRAPHY,Gregg Toland,Les Miserables,False
1935,1936,8,CINEMATOGRAPHY,CINEMATOGRAPHY,Hal Mohr,A Midsummer Night's Dream,True
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1935,False
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Bobby Connolly,Go into Your Dance,False
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Bobby Connolly,Broadway Hostess,False
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Dave Gould,Broadway Melody of 1936,True
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Dave Gould,Folies Bergere,True
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Sammy Lee,King of Burlesque,False
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Hermes Pan,Top Hat,False
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,LeRoy Prinz,Big Broadcast of 1936,False
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,LeRoy Prinz,All the King's Horses,False
1935,1936,8,DANCE DIRECTION,DANCE DIRECTION,Benjamin Zemach,She,False
1935,1936,8,DIRECTING,DIRECTING,Michael Curtiz,Captain Blood,False
1935,1936,8,DIRECTING,DIRECTING,John Ford,The Informer,True
1935,1936,8,DIRECTING,DIRECTING,Henry Hathaway,The Lives of a Bengal Lancer,False
1935,1936,8,DIRECTING,DIRECTING,Frank Lloyd,Mutiny on the Bounty,False
1935,1936,8,FILM EDITING,FILM EDITING,Robert J. Kern,David Copperfield,False
1935,1936,8,FILM EDITING,FILM EDITING,George Hively,The Informer,False
1935,1936,8,FILM EDITING,FILM EDITING,Barbara McLean,Les Miserables,False
1935,1936,8,FILM EDITING,FILM EDITING,Ellsworth Hoagland,The Lives of a Bengal Lancer,False
1935,1936,8,FILM EDITING,FILM EDITING,Ralph Dawson,A Midsummer Night's Dream,True
1935,1936,8,FILM EDITING,FILM EDITING,Margaret Booth,Mutiny on the Bounty,False
1935,1936,8,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Warner Bros./First National/Leo Forbstein/Erich Wolfgang Korngold,Captain Blood,False
1935,1936,8,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),RKO Radio/Max Steiner,The Informer,True
1935,1936,8,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Metro-Goldwyn-Mayer/Nat W. Finston/Herbert Stothart,Mutiny on the Bounty,False
1935,1936,8,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Paramount/Irvin Talbot/Ernst Toch,Peter Ibbetson,False
1935,1936,8,MUSIC (Song),MUSIC (Original Song),Irving Berlin,Top Hat,False
1935,1936,8,MUSIC (Song),MUSIC (Original Song),Jerome Kern/Dorothy Fields/Jimmy McHugh,Roberta,False
1935,1936,8,MUSIC (Song),MUSIC (Original Song),Harry Warren/Al Dubin,Gold Diggers of 1935,True
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,RKO Radio,Alice Adams,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Broadway Melody of 1936,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Cosmopolitan,Captain Blood,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,David Copperfield,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,RKO Radio,The Informer,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,20th Century,Les Miserables,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Paramount,The Lives of a Bengal Lancer,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Warner Bros.,A Midsummer Night's Dream,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Mutiny on the Bounty,True
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Naughty Marietta,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,Paramount,Ruggles of Red Gap,False
1935,1936,8,OUTSTANDING PRODUCTION,BEST PICTURE,RKO Radio,Top Hat,False
1935,1936,8,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Hugh Harman/Rudolf Ising,The Calico Dragon,False
1935,1936,8,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Three Orphan Kittens,True
1935,1936,8,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Who Killed Cock Robin?,False
1935,1936,8,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Jack Chertok,How to Sleep,True
1935,1936,8,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Jules White,"Oh, My Nerves",False
1935,1936,8,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Hal Roach,Tit for Tat,False
1935,1936,8,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Pete Smith,Audioscopiks,False
1935,1936,8,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Universal,Camera Thrills,False
1935,1936,8,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Gaumont British/Skibo Productions,Wings over Mt. Everest,True
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Universal/Gilbert Kurland,Bride of Frankenstein,False
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Warner Bros./First National/Nathan Levinson,Captain Blood,False
1935,1936,8,SOUND RECORDING,SOUND RECORDING,United Artists/Thomas T. Moulton,The Dark Angel,False
1935,1936,8,SOUND RECORDING,SOUND RECORDING,RKO Radio/Carl Dreher,I Dream Too Much,False
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Paramount/Franklin B. Hansen,The Lives of a Bengal Lancer,False
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Columbia/John Livadary,Love Me Forever,False
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/Douglas Shearer,Naughty Marietta,True
1935,1936,8,SOUND RECORDING,SOUND RECORDING,Republic,"$1,000 a Minute",False
1935,1936,8,SOUND RECORDING,SOUND RECORDING,20th Century-Fox/E. H. Hansen,Thanks a Million,False
1935,1936,8,WRITING (Original Story),WRITING (Original Story),Moss Hart,Broadway Melody of 1936,False
1935,1936,8,WRITING (Original Story),WRITING (Original Story),Gregory Rogers,G-Men,False
1935,1936,8,WRITING (Original Story),WRITING (Original Story),Don Hartman/Stephen Avery,The Gay Deception,False
1935,1936,8,WRITING (Original Story),WRITING (Original Story),Ben Hecht/Charles MacArthur,The Scoundrel,True
1935,1936,8,WRITING (Screenplay),WRITING (Adapted Screenplay),Casey Robinson,Captain Blood,False
1935,1936,8,WRITING (Screenplay),WRITING (Adapted Screenplay),Dudley Nichols,The Informer,True
1935,1936,8,WRITING (Screenplay),WRITING (Adapted Screenplay),Waldemar Young/John L. Balderston/Achmed Abdullah/Grover Jones/William Slavens McNutt,The Lives of a Bengal Lancer,False
1935,1936,8,WRITING (Screenplay),WRITING (Adapted Screenplay),Talbot Jennings/Jules Furthman/Carey Wilson,Mutiny on the Bounty,False
1935,1936,8,SPECIAL AWARD,SPECIAL AWARD,David Wark Griffith,,True
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,Gary Cooper,Mr. Deeds Goes to Town,False
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,Walter Huston,Dodsworth,False
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,Paul Muni,The Story of Louis Pasteur,True
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,William Powell,My Man Godfrey,False
1936,1937,9,ACTOR,ACTOR IN A LEADING ROLE,Spencer Tracy,San Francisco,False
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,False
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,True
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,False
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,False
1936,1937,9,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,False
1936,1937,9,ACTRESS,ACTRESS IN A LEADING ROLE,Irene Dunne,Theodora Goes Wild,False
1936,1937,9,ACTRESS,ACTRESS IN A LEADING ROLE,Gladys George,Valiant Is the Word for Carrie,False
1936,1937,9,ACTRESS,ACTRESS IN A LEADING ROLE,Carole Lombard,My Man Godfrey,False
1936,1937,9,ACTRESS,ACTRESS IN A LEADING ROLE,Luise Rainer,The Great Ziegfeld,True
1936,1937,9,ACTRESS,ACTRESS IN A LEADING ROLE,Norma Shearer,Romeo and Juliet,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,False
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,True
1936,1937,9,ART DIRECTION,ART DIRECTION,Anton Grot,Anthony Adverse,False
1936,1937,9,ART DIRECTION,ART DIRECTION,Richard Day,Dodsworth,True
1936,1937,9,ART DIRECTION,ART DIRECTION,Cedric Gibbons/Eddie Imazu/Edwin B. Willis,The Great Ziegfeld,False
1936,1937,9,ART DIRECTION,ART DIRECTION,William S. Darling,Lloyds of London,False
1936,1937,9,ART DIRECTION,ART DIRECTION,Albert S. D'Agostino/Jack Otterson,The Magnificent Brute,False
1936,1937,9,ART DIRECTION,ART DIRECTION,Cedric Gibbons/Fredric Hope/Edwin B. Willis,Romeo and Juliet,False
1936,1937,9,ART DIRECTION,ART DIRECTION,Perry Ferguson,Winterset,False
1936,1937,9,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,William Cannon,Anthony Adverse,False
1936,1937,9,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Jack Sullivan,The Charge of the Light Brigade,True
1936,1937,9,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Eric G. Stacey,The Garden of Allah,False
1936,1937,9,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Clem Beauchamp,The Last of the Mohicans,False
1936,1937,9,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Joseph Newman,San Francisco,False
1936,1937,9,CINEMATOGRAPHY,CINEMATOGRAPHY,Gaetano Gaudio,Anthony Adverse,True
1936,1937,9,CINEMATOGRAPHY,CINEMATOGRAPHY,Victor Milner,The General Died at Dawn,False
1936,1937,9,CINEMATOGRAPHY,CINEMATOGRAPHY,George Folsey,The Gorgeous Hussy,False
1936,1937,9,DANCE DIRECTION,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1937,False
1936,1937,9,DANCE DIRECTION,DANCE DIRECTION,Bobby Connolly,Cain and Mabel,False
1936,1937,9,DANCE DIRECTION,DANCE DIRECTION,Seymour Felix,The Great Ziegfeld,True
1936,1937,9,DANCE DIRECTION,DANCE DIRECTION,Dave Gould,Born to Dance,False
1936,1937,9,DANCE DIRECTION,DANCE DIRECTION,Jack Haskell,One in a Million,False
1936,1937,9,DANCE DIRECTION,DANCE DIRECTION,Russell Lewis,Dancing Pirate,False
1936,1937,9,DANCE DIRECTION,DANCE DIRECTION,Hermes Pan,Swing Time,False
1936,1937,9,DIRECTING,DIRECTING,William Wyler,Dodsworth,False
1936,1937,9,DIRECTING,DIRECTING,Robert Z. Leonard,The Great Ziegfeld,False
1936,1937,9,DIRECTING,DIRECTING,Frank Capra,Mr. Deeds Goes to Town,True
1936,1937,9,DIRECTING,DIRECTING,Gregory La Cava,My Man Godfrey,False
1936,1937,9,DIRECTING,DIRECTING,W. S. Van Dyke,San Francisco,False
1936,1937,9,FILM EDITING,FILM EDITING,Ralph Dawson,Anthony Adverse,True
1936,1937,9,FILM EDITING,FILM EDITING,Edward Curtiss,Come and Get It,False
1936,1937,9,FILM EDITING,FILM EDITING,William S. Gray,The Great Ziegfeld,False
1936,1937,9,FILM EDITING,FILM EDITING,Barbara McLean,Lloyds of London,False
1936,1937,9,FILM EDITING,FILM EDITING,Conrad A. Nervig,A Tale of Two Cities,False
1936,1937,9,FILM EDITING,FILM EDITING,Otto Meyer,Theodora Goes Wild,False
1936,1937,9,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Warner Bros./Leo Forbstein/Erich Wolfgang Korngold,Anthony Adverse,True
1936,1937,9,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Warner Bros./Leo Forbstein/Max Steiner,The Charge of the Light Brigade,False
1936,1937,9,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Selznick International Pictures/Max Steiner,The Garden of Allah,False
1936,1937,9,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),Paramount/Boris Morros/Werner Janssen,The General Died at Dawn,False
1936,1937,9,MUSIC (Scoring),MUSIC (Original Song Score or Adaptation Score),RKO Radio/Nathaniel Shilkret,Winterset,False
1936,1937,9,MUSIC (Song),MUSIC (Original Song),Walter Donaldson/Harold Adamson,Suzy,False
1936,1937,9,MUSIC (Song),MUSIC (Original Song),Cole Porter,Born to Dance,False
1936,1937,9,MUSIC (Song),MUSIC (Original Song),Louis Alter/Sidney Mitchell,Trail of the Lonesome Pine,False
1936,1937,9,MUSIC (Song),MUSIC (Original Song),Arthur Johnston/Johnny Burke,Pennies from Heaven,False
1936,1937,9,MUSIC (Song),MUSIC (Original Song),Jerome Kern/Dorothy Fields,Swing Time,True
1936,1937,9,MUSIC (Song),MUSIC (Original Song),Richard A. Whiting/Walter Bullock,"Sing, Baby, Sing",False
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Warner Bros.,Anthony Adverse,False
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Samuel Goldwyn Productions,Dodsworth,False
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,The Great Ziegfeld,True
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Libeled Lady,False
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Columbia,Mr. Deeds Goes to Town,False
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,Romeo and Juliet,False
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,San Francisco,False
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Cosmopolitan,The Story of Louis Pasteur,False
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Metro-Goldwyn-Mayer,A Tale of Two Cities,False
1936,1937,9,OUTSTANDING PRODUCTION,BEST PICTURE,Universal,Three Smart Girls,False
1936,1937,9,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,The Country Cousin,True
1936,1937,9,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Hugh Harman/Rudolf Ising,Old Mill Pond,False
1936,1937,9,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Paramount,Sinbad the Sailor,False
1936,1937,9,SHORT SUBJECT (Color),SHORT SUBJECT (Color),Warner Bros.,Give Me Liberty,True
1936,1937,9,SHORT SUBJECT (Color),SHORT SUBJECT (Color),Lewis Lewyn,La Fiesta de Santa Barbara,False
1936,1937,9,SHORT SUBJECT (Color),SHORT SUBJECT (Color),Paramount,Popular Science J-6-2,False
1936,1937,9,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Hal Roach,Bored of Education,True
